Genome,SRA ID,PATRIC ID,Antibiotic,Actual MIC,Predicted MIC
KPN1044,SRR5385785,573.13066,Ciprofloxacin,>2,4.0
KPN1046,SRR5385783,573.13068,Amikacin,>32,32.0
KPN1046,SRR5385783,573.13068,Levofloxacin,>4,8.0
KPN1047,SRR5385782,573.13069,Ceftriaxone,>32,64.0
KPN1049,SRR5385780,573.13070,Ceftazidime,>16,16.0
KPN1049,SRR5385780,573.13070,Cefuroxime sodium,>16,32.0
KPN1049,SRR5385780,573.13070,Piperacillin/Tazobactam,8/4,32.0
KPN1049,SRR5385780,573.13070,Tetracycline,4,8.0
KPN1049,SRR5385780,573.13070,Tobramycin,>8,16.0
KPN1052,SRR5385777,573.13071,Ampicillin/Sulbactam,16/8,32.0
KPN1052,SRR5385777,573.13071,Ampicillin,>16,32.0
KPN1053,SRR5386808,573.13072,Cefoxitin,<=4,16.0
KPN1055,SRR5385776,573.13073,Trimethoprim/Sulfamethoxazole,2/38,4.0
KPN1056,SRR5385775,573.13074,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1057,SRR5385774,573.13075,Ampicillin/Sulbactam,>16/8,32.0
KPN1057,SRR5385774,573.13075,Aztreonam,>16,32.0
KPN1057,SRR5385774,573.13075,Cefepime,4,8.0
KPN1058,SRR5385773,573.13076,Cefazolin,>16,32.0
KPN1058,SRR5385773,573.13076,Meropenem,<=1,1.0
KPN1060,SRR5385771,573.13077,Ciprofloxacin,>2,4.0
KPN1060,SRR5385771,573.13077,Tetracycline,>8,16.0
KPN1064,SRR5385769,573.13079,Piperacillin/Tazobactam,>64/4,128.0
KPN1065,SRR5385768,573.13080,Gentamicin,>8,16.0
KPN1066,SRR5385767,573.13081,Ceftriaxone,>32,64.0
KPN1066,SRR5385767,573.13081,Cefuroxime sodium,>16,32.0
KPN1066,SRR5385767,573.13081,Imipenem,<=1,1.0
KPN1066,SRR5385767,573.13081,Levofloxacin,<=1,1.0
KPN1066,SRR5385767,573.13081,Tobramycin,<=2,4.0
KPN1067,SRR5385766,573.13082,Ampicillin,>16,32.0
KPN1067,SRR5385766,573.13082,Levofloxacin,>4,8.0
KPN1068,SRR5385765,573.13083,Ceftazidime,>16,32.0
KPN1068,SRR5385765,573.13083,Gentamicin,<=2,4.0
KPN1068,SRR5385765,573.13083,Nitrofurantoin,>64,128.0
KPN1070,SRR5385763,573.13084,Cefepime,>16,16.0
KPN1071,SRR5385762,573.13085,Amikacin,32,16.0
KPN1071,SRR5385762,573.13085,Cefoxitin,8,16.0
KPN1071,SRR5385762,573.13085,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1072,SRR5385761,573.13086,Cefepime,16,8.0
KPN1074,SRR5385760,573.13087,Aztreonam,>16,32.0
KPN1074,SRR5385760,573.13087,Cefazolin,>16,32.0
KPN1075,SRR5385759,573.13088,Ampicillin/Sulbactam,>16/8,32.0
KPN1075,SRR5385759,573.13088,Cefoxitin,>16,32.0
KPN1075,SRR5385759,573.13088,Tobramycin,>8,16.0
KPN1077,SRR5385758,573.13089,Amikacin,<=8,8.0
KPN1077,SRR5385758,573.13089,Ciprofloxacin,>2,4.0
KPN1078,SRR5385757,573.13090,Meropenem,<=1,1.0
KPN1079,SRR5385756,573.13091,Cefuroxime sodium,>16,32.0
KPN1079,SRR5385756,573.13091,Tetracycline,<=2,8.0
KPN1080,SRR5385755,573.13092,Ampicillin,>16,32.0
KPN1080,SRR5385755,573.13092,Ceftriaxone,>32,64.0
KPN1080,SRR5385755,573.13092,Imipenem,<=1,1.0
KPN1085,SRR5385751,573.13093,Levofloxacin,>4,8.0
KPN1086,SRR5385750,573.13094,Ceftazidime,>16,32.0
KPN1086,SRR5385750,573.13094,Piperacillin/Tazobactam,>64/4,64.0
KPN1086,SRR5385750,573.13094,Tetracycline,>8,8.0
KPN1090,SRR5385748,573.13096,Gentamicin,4,4.0
KPN1090,SRR5385748,573.13096,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1091,SRR5385747,573.13097,Cefazolin,>16,32.0
KPN1091,SRR5385747,573.13097,Imipenem,>8,8.0
KPN1091,SRR5385747,573.13097,Nitrofurantoin,>64,128.0
KPN1091,SRR5385747,573.13097,Tetracycline,4,8.0
KPN1092,SRR5385746,573.13098,Ampicillin/Sulbactam,>16/8,32.0
KPN1092,SRR5385746,573.13098,Aztreonam,>16,32.0
KPN1092,SRR5385746,573.13098,Cefepime,>16,16.0
KPN1093,SRR5385745,573.13099,Ciprofloxacin,>2,1.0
KPN1094,SRR5385744,573.13100,Amikacin,<=8,16.0
KPN1095,SRR5385743,573.13101,Amikacin,16,16.0
KPN1095,SRR5385743,573.13101,Cefuroxime sodium,>16,32.0
KPN1096,SRR5385742,573.13102,Ampicillin,>16,32.0
KPN1096,SRR5385742,573.13102,Ceftriaxone,>32,32.0
KPN1097,SRR5385741,573.13103,Cefoxitin,<=4,8.0
KPN1099,SRR5385739,573.13104,Meropenem,<=1,1.0
KPN1100,SRR5385738,573.13105,Gentamicin,<=2,4.0
KPN1100,SRR5385738,573.13105,Imipenem,8,8.0
KPN1102,SRR5385737,573.13106,Ceftazidime,>16,32.0
KPN1102,SRR5385737,573.13106,Imipenem,<=1,1.0
KPN1102,SRR5385737,573.13106,Tobramycin,4,16.0
KPN1103,SRR5385736,573.13107,Cefazolin,>16,32.0
KPN1103,SRR5385736,573.13107,Gentamicin,>8,16.0
KPN1103,SRR5385736,573.13107,Levofloxacin,>4,8.0
KPN1104,SRR5385735,573.13108,Cefoxitin,>16,16.0
KPN1104,SRR5385735,573.13108,Tobramycin,>8,16.0
KPN1105,SRR5385734,573.13109,Ampicillin/Sulbactam,>16/8,32.0
KPN1105,SRR5385734,573.13109,Meropenem,>8,16.0
KPN1105,SRR5385734,573.13109,Piperacillin/Tazobactam,>64/4,128.0
KPN1105,SRR5385734,573.13109,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1106,SRR5385733,573.13110,Aztreonam,>16,32.0
KPN1107,SRR5385732,573.13111,Cefuroxime sodium,>16,32.0
KPN1108,SRR5385731,573.13112,Ampicillin,>16,32.0
KPN1109,SRR5385730,573.13113,Ciprofloxacin,>2,4.0
KPN1110,SRR5385729,573.13114,Amikacin,<=8,16.0
KPN1111,SRR5385728,573.13115,Ceftriaxone,>32,64.0
KPN1113,SRR5385727,573.13116,Ceftazidime,>16,16.0
KPN1113,SRR5385727,573.13116,Tetracycline,>8,16.0
KPN1113,SRR5385727,573.13116,Tobramycin,8,8.0
KPN1115,SRR5385726,573.13117,Cefazolin,>16,32.0
KPN1117,SRR5385724,573.13119,Aztreonam,16,32.0
KPN1117,SRR5385724,573.13119,Cefepime,<=1,16.0
KPN1117,SRR5385724,573.13119,Levofloxacin,>4,8.0
KPN1117,SRR5385724,573.13119,Meropenem,<=1,1.0
KPN1118,SRR5385723,573.13120,Imipenem,<=1,1.0
KPN1119,SRR5385722,573.13121,Ampicillin/Sulbactam,>16/8,32.0
KPN1119,SRR5385722,573.13121,Cefuroxime sodium,>16,32.0
KPN1119,SRR5385722,573.13121,Nitrofurantoin,>64,128.0
KPN1119,SRR5385722,573.13121,Tobramycin,<=2,4.0
KPN1119,SRR5385722,573.13121,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1120,SRR5385721,573.13122,Ampicillin,>16,32.0
KPN1121,SRR5385720,573.13123,Aztreonam,>16,16.0
KPN1121,SRR5385720,573.13123,Cefepime,>16,8.0
KPN1121,SRR5385720,573.13123,Trimethoprim/Sulfamethoxazole,<=0.5/9,2.0
KPN1122,SRR5385719,573.13124,Piperacillin/Tazobactam,>64/4,64.0
KPN1123,SRR5385718,573.13125,Amikacin,<=8,8.0
KPN1123,SRR5385718,573.13125,Ceftriaxone,>32,32.0
KPN1123,SRR5385718,573.13125,Ciprofloxacin,>2,4.0
KPN1123,SRR5385718,573.13125,Piperacillin/Tazobactam,16/4,32.0
KPN1125,SRR5385716,573.13127,Cefazolin,>16,32.0
KPN1125,SRR5385716,573.13127,Gentamicin,<=2,4.0
KPN1125,SRR5385716,573.13127,Tetracycline,4,4.0
KPN1126,SRR5385715,573.13128,Cefoxitin,>16,8.0
KPN1126,SRR5385715,573.13128,Ceftazidime,>16,32.0
KPN1128,SRR5385713,573.13130,Levofloxacin,<=1,4.0
KPN1128,SRR5385713,573.13130,Meropenem,<=1,1.0
KPN1129,SRR5385712,573.13131,Cefuroxime sodium,>16,32.0
KPN1129,SRR5385712,573.13131,Gentamicin,>8,8.0
KPN1129,SRR5385712,573.13131,Tobramycin,>8,16.0
KPN1131,SRR5385711,573.13132,Ampicillin/Sulbactam,>16/8,32.0
KPN1131,SRR5385711,573.13132,Ampicillin,>16,32.0
KPN1131,SRR5385711,573.13132,Levofloxacin,>4,8.0
KPN1131,SRR5385711,573.13132,Tetracycline,8,4.0
KPN1132,SRR5385710,573.13133,Imipenem,<=1,1.0
KPN1132,SRR5385710,573.13133,Levofloxacin,2,1.0
KPN1132,SRR5385710,573.13133,Nitrofurantoin,<=16,64.0
KPN1132,SRR5385710,573.13133,Trimethoprim/Sulfamethoxazole,>2/38,2.0
KPN1134,SRR5385708,573.13135,Ceftriaxone,>32,64.0
KPN1134,SRR5385708,573.13135,Piperacillin/Tazobactam,64/4,64.0
KPN1136,SRR5385706,573.13137,Cefazolin,>16,16.0
KPN1136,SRR5385706,573.13137,Cefoxitin,<=4,8.0
KPN1137,SRR5385705,573.13138,Aztreonam,>16,32.0
KPN1139,SRR5385704,573.13139,Ciprofloxacin,>2,4.0
KPN1139,SRR5385704,573.13139,Tetracycline,>8,8.0
KPN1142,SRR5385701,573.13141,Amikacin,<=8,8.0
KPN1142,SRR5385701,573.13141,Aztreonam,<=2,8.0
KPN1142,SRR5385701,573.13141,Ceftriaxone,<=2,8.0
KPN1142,SRR5385701,573.13141,Ciprofloxacin,1,1.0
KPN1143,SRR5385700,573.13142,Ampicillin,>16,32.0
KPN1143,SRR5385700,573.13142,Ceftazidime,>16,32.0
KPN1143,SRR5385700,573.13142,Cefuroxime sodium,>16,32.0
KPN1143,SRR5385700,573.13142,Nitrofurantoin,>64,128.0
KPN1143,SRR5385700,573.13142,Piperacillin/Tazobactam,>64/4,64.0
KPN1145,SRR5385698,573.13143,Ampicillin/Sulbactam,>16/8,64.0
KPN1146,SRR5385697,573.13144,Cefepime,>16,16.0
KPN1146,SRR5385697,573.13144,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1147,SRR5385696,573.13145,Amikacin,32,32.0
KPN1149,SRR5385694,573.13147,Cefazolin,>16,32.0
KPN1149,SRR5385694,573.13147,Gentamicin,<=2,2.0
KPN1149,SRR5385694,573.13147,Levofloxacin,>4,8.0
KPN1149,SRR5385694,573.13147,Meropenem,<=1,1.0
KPN1150,SRR5385693,573.13148,Cefoxitin,8,16.0
KPN1150,SRR5385693,573.13148,Ceftriaxone,>32,64.0
KPN1151,SRR5385692,573.13149,Imipenem,<=1,1.0
KPN1152,SRR5385691,573.13150,Aztreonam,>16,32.0
KPN1153,SRR5385690,573.13151,Cefoxitin,>16,16.0
KPN1153,SRR5385690,573.13151,Ciprofloxacin,>2,4.0
KPN1154,SRR5385689,573.13152,Ampicillin,>16,32.0
KPN1154,SRR5385689,573.13152,Ceftazidime,>16,32.0
KPN1154,SRR5385689,573.13152,Cefuroxime sodium,>16,32.0
KPN1154,SRR5385689,573.13152,Tobramycin,<=2,4.0
KPN1160,SRR5385684,573.13156,Ampicillin/Sulbactam,>16/8,32.0
KPN1160,SRR5385684,573.13156,Meropenem,8,8.0
KPN1160,SRR5385684,573.13156,Tobramycin,>8,16.0
KPN1162,SRR5385682,573.13157,Cefepime,<=1,8.0
KPN1162,SRR5385682,573.13157,Tetracycline,4,4.0
KPN1162,SRR5385682,573.13157,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1164,SRR5385680,573.13159,Aztreonam,4,32.0
KPN1164,SRR5385680,573.13159,Cefazolin,>16,32.0
KPN1164,SRR5385680,573.13159,Tetracycline,>8,16.0
KPN1165,SRR5385679,573.13160,Gentamicin,>8,16.0
KPN1165,SRR5385679,573.13160,Levofloxacin,>4,8.0
KPN1165,SRR5385679,573.13160,Meropenem,4,1.0
KPN1166,SRR5385678,573.13161,Ceftriaxone,>32,64.0
KPN1167,SRR5385677,573.13162,Amikacin,<=8,16.0
KPN1167,SRR5385677,573.13162,Piperacillin/Tazobactam,>64/4,128.0
KPN1168,SRR5385676,573.13163,Aztreonam,>16,32.0
KPN1168,SRR5385676,573.13163,Ciprofloxacin,>2,4.0
KPN1168,SRR5385676,573.13163,Meropenem,>8,8.0
KPN1169,SRR5385675,573.13164,Ampicillin,>16,32.0
KPN1169,SRR5385675,573.13164,Ceftazidime,>16,32.0
KPN1169,SRR5385675,573.13164,Cefuroxime sodium,>16,32.0
KPN1169,SRR5385675,573.13164,Imipenem,>8,16.0
KPN1170,SRR5385674,573.13165,Cefepime,>16,16.0
KPN1171,SRR5385673,573.13166,Meropenem,<=1,1.0
KPN1171,SRR5385673,573.13166,Tobramycin,8,8.0
KPN1172,SRR5385672,573.13167,Ampicillin/Sulbactam,>16/8,32.0
KPN1172,SRR5385672,573.13167,Cefoxitin,>16,32.0
KPN1174,SRR5385670,573.13168,Imipenem,<=1,1.0
KPN1174,SRR5385670,573.13168,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1176,SRR5385669,573.13169,Cefazolin,>16,32.0
KPN1176,SRR5385669,573.13169,Gentamicin,<=2,4.0
KPN1178,SRR5385667,573.13171,Ceftriaxone,>32,64.0
KPN1179,SRR5385666,573.13172,Nitrofurantoin,>64,128.0
KPN1181,SRR5385664,573.13173,Ciprofloxacin,>2,4.0
KPN1182,SRR5385663,573.13174,Ampicillin,>16,32.0
KPN1182,SRR5385663,573.13174,Cefuroxime sodium,>16,32.0
KPN1182,SRR5385663,573.13174,Tetracycline,>8,8.0
KPN1183,SRR5385662,573.13175,Levofloxacin,>4,8.0
KPN1183,SRR5385662,573.13175,Tobramycin,>8,16.0
KPN1184,SRR5385661,573.13176,Ceftazidime,>16,32.0
KPN1184,SRR5385661,573.13176,Piperacillin/Tazobactam,>64/4,128.0
KPN1185,SRR5385660,573.13177,Ampicillin/Sulbactam,>16/8,32.0
KPN1186,SRR5385659,573.13178,Amikacin,<=8,8.0
KPN1186,SRR5385659,573.13178,Aztreonam,>16,32.0
KPN1187,SRR5385658,573.13179,Cefazolin,>16,32.0
KPN1189,SRR5385656,573.13181,Ceftriaxone,>32,64.0
KPN1189,SRR5385656,573.13181,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1191,SRR5385654,573.13183,Cefepime,>16,16.0
KPN1191,SRR5385654,573.13183,Cefoxitin,>16,16.0
KPN1191,SRR5385654,573.13183,Ciprofloxacin,>2,4.0
KPN1191,SRR5385654,573.13183,Gentamicin,>8,16.0
KPN1193,SRR5385652,573.13185,Ampicillin,>16,32.0
KPN1193,SRR5385652,573.13185,Cefuroxime sodium,>16,32.0
KPN1193,SRR5385652,573.13185,Nitrofurantoin,>64,128.0
KPN1194,SRR5385651,573.13186,Levofloxacin,>4,8.0
KPN1195,SRR5385650,573.13187,Ceftazidime,>16,32.0
KPN1197,SRR5385648,573.13189,Ampicillin/Sulbactam,>16/8,32.0
KPN1197,SRR5385648,573.13189,Meropenem,>8,8.0
KPN1197,SRR5385648,573.13189,Piperacillin/Tazobactam,>64/4,128.0
KPN1198,SRR5385647,573.13190,Amikacin,32,32.0
KPN1198,SRR5385647,573.13190,Aztreonam,>16,32.0
KPN1198,SRR5385647,573.13190,Gentamicin,<=2,4.0
KPN1198,SRR5385647,573.13190,Tetracycline,4,4.0
KPN1199,SRR5385646,573.13191,Cefazolin,>16,32.0
KPN1200,SRR5385645,573.13192,Imipenem,<=1,1.0
KPN1200,SRR5385645,573.13192,Meropenem,<=1,1.0
KPN1202,SRR5385643,573.13193,Ceftriaxone,>32,64.0
KPN1202,SRR5385643,573.13193,Gentamicin,4,4.0
KPN1202,SRR5385643,573.13193,Imipenem,8,8.0
KPN1204,SRR5385641,573.13195,Amikacin,<=8,8.0
KPN1204,SRR5385641,573.13195,Ciprofloxacin,>2,4.0
KPN1204,SRR5385641,573.13195,Imipenem,>8,8.0
KPN1205,SRR5385640,573.13196,Ampicillin,>16,32.0
KPN1205,SRR5385640,573.13196,Cefoxitin,>16,16.0
KPN1205,SRR5385640,573.13196,Cefuroxime sodium,>16,32.0
KPN1205,SRR5385640,573.13196,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1206,SRR5385639,573.13197,Levofloxacin,>4,8.0
KPN1206,SRR5385639,573.13197,Tobramycin,>8,8.0
KPN1207,SRR5385638,573.13198,Cefepime,8,4.0
KPN1207,SRR5385638,573.13198,Ceftazidime,>16,16.0
KPN1207,SRR5385638,573.13198,Levofloxacin,<=1,2.0
KPN1207,SRR5385638,573.13198,Tetracycline,<=2,8.0
KPN1207,SRR5385638,573.13198,Tobramycin,<=2,4.0
KPN1208,SRR5385637,573.13199,Ampicillin/Sulbactam,>16/8,32.0
KPN1208,SRR5385637,573.13199,Piperacillin/Tazobactam,>64/4,64.0
KPN1208,SRR5385637,573.13199,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN1210,SRR5385635,573.13201,Cefazolin,>16,32.0
KPN1211,SRR5385634,573.13202,Cefepime,<=1,8.0
KPN1213,SRR5385633,573.13203,Cefepime,4,8.0
KPN1213,SRR5385633,573.13203,Ceftriaxone,32,16.0
KPN1214,SRR5385632,573.13204,Aztreonam,>16,32.0
KPN1214,SRR5385632,573.13204,Cefepime,>16,16.0
KPN1214,SRR5385632,573.13204,Cefoxitin,8,16.0
KPN1214,SRR5385632,573.13204,Tetracycline,>8,16.0
KPN1215,SRR5385631,573.13205,Ceftriaxone,>32,64.0
KPN1215,SRR5385631,573.13205,Gentamicin,8,4.0
KPN1216,SRR5385630,573.13206,Ampicillin,>16,32.0
KPN1216,SRR5385630,573.13206,Cefuroxime sodium,>16,32.0
KPN1218,SRR5385628,573.13208,Ceftazidime,>16,32.0
KPN1218,SRR5385628,573.13208,Ciprofloxacin,>2,4.0
KPN1218,SRR5385628,573.13208,Nitrofurantoin,>64,128.0
KPN1219,SRR5385627,573.13209,Imipenem,<=1,1.0
KPN1220,SRR5385626,573.13210,Ampicillin/Sulbactam,>16/8,32.0
KPN1220,SRR5385626,573.13210,Cefoxitin,>16,32.0
KPN1220,SRR5385626,573.13210,Levofloxacin,>4,8.0
KPN1221,SRR5385625,573.13211,Cefazolin,>16,32.0
KPN1221,SRR5385625,573.13211,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1222,SRR5385624,573.13212,Amikacin,<=8,8.0
KPN1222,SRR5385624,573.13212,Gentamicin,>8,16.0
KPN1222,SRR5385624,573.13212,Piperacillin/Tazobactam,>64/4,128.0
KPN1224,SRR5385623,573.13213,Tetracycline,4,8.0
KPN1226,SRR5385622,573.13214,Aztreonam,>16,32.0
KPN1230,SRR5385621,573.13215,Ceftriaxone,>32,64.0
KPN1230,SRR5385621,573.13215,Tobramycin,8,8.0
KPN1233,SRR5386988,573.13216,Ampicillin,>16,32.0
KPN1233,SRR5386988,573.13216,Cefepime,>16,16.0
KPN1233,SRR5386988,573.13216,Cefuroxime sodium,>16,32.0
KPN1233,SRR5386988,573.13216,Meropenem,<=1,1.0
KPN1234,SRR5386987,573.13217,Tobramycin,>8,16.0
KPN1237,SRR5386985,573.13218,Ceftazidime,>16,32.0
KPN1237,SRR5386985,573.13218,Ciprofloxacin,>2,4.0
KPN1237,SRR5386985,573.13218,Meropenem,2,1.0
KPN1239,SRR5386984,573.13219,Meropenem,>8,8.0
KPN1240,SRR5386983,573.13221,Ampicillin/Sulbactam,>16/8,32.0
KPN1240,SRR5386983,573.13221,Levofloxacin,>4,8.0
KPN1241,SRR5386982,573.13222,Cefazolin,>16,32.0
KPN1241,SRR5386982,573.13222,Cefoxitin,>16,16.0
KPN1241,SRR5386982,573.13222,Imipenem,2,4.0
KPN1241,SRR5386982,573.13222,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1243,SRR5386981,573.13224,Piperacillin/Tazobactam,>64/4,128.0
KPN1244,SRR5386980,573.13225,Aztreonam,>16,32.0
KPN1245,SRR5386979,573.13226,Ceftriaxone,>32,64.0
KPN1246,SRR5386978,573.13227,Ampicillin,>16,32.0
KPN1246,SRR5386978,573.13227,Cefuroxime sodium,>16,32.0
KPN1246,SRR5386978,573.13227,Tetracycline,>8,16.0
KPN1248,SRR5386977,573.13228,Ampicillin/Sulbactam,16/8,32.0
KPN1249,SRR5386976,573.13229,Amikacin,<=8,8.0
KPN1249,SRR5386976,573.13229,Cefoxitin,<=4,8.0
KPN1249,SRR5386976,573.13229,Ceftazidime,>16,16.0
KPN1249,SRR5386976,573.13229,Ciprofloxacin,2,2.0
KPN1249,SRR5386976,573.13229,Nitrofurantoin,64,64.0
KPN1249,SRR5386976,573.13229,Tobramycin,<=2,4.0
KPN1251,SRR5386975,573.13231,Ciprofloxacin,>2,4.0
KPN1252,SRR5386974,573.13232,Amikacin,16,16.0
KPN1252,SRR5386974,573.13232,Gentamicin,<=2,4.0
KPN1252,SRR5386974,573.13232,Imipenem,<=1,1.0
KPN1254,SRR5386972,573.13233,Ampicillin/Sulbactam,>16/8,32.0
KPN1254,SRR5386972,573.13233,Cefazolin,>16,32.0
KPN1254,SRR5386972,573.13233,Levofloxacin,>4,8.0
KPN1255,SRR5386971,573.13234,Amikacin,>32,16.0
KPN1255,SRR5386971,573.13234,Imipenem,>8,8.0
KPN1257,SRR5386969,573.13236,Amikacin,32,32.0
KPN1257,SRR5386969,573.13236,Aztreonam,>16,32.0
KPN1257,SRR5386969,573.13236,Nitrofurantoin,>64,128.0
KPN1259,SRR5386968,573.13237,Cefoxitin,>16,32.0
KPN1259,SRR5386968,573.13237,Tetracycline,4,4.0
KPN1259,SRR5386968,573.13237,Tobramycin,>8,16.0
KPN1259,SRR5386968,573.13237,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1260,SRR5386967,573.13239,Ampicillin,>16,32.0
KPN1260,SRR5386967,573.13239,Ceftriaxone,>32,64.0
KPN1260,SRR5386967,573.13239,Cefuroxime sodium,>16,32.0
KPN1260,SRR5386967,573.13239,Gentamicin,>8,16.0
KPN1260,SRR5386967,573.13239,Piperacillin/Tazobactam,>64/4,128.0
KPN1261,SRR5386966,573.13240,Cefepime,>16,32.0
KPN1262,SRR5386965,573.13241,Ceftazidime,>16,16.0
KPN1262,SRR5386965,573.13241,Meropenem,<=1,1.0
KPN1263,SRR5386964,573.13242,Gentamicin,4,8.0
KPN1264,SRR5386963,573.13243,Ciprofloxacin,>2,2.0
KPN1265,SRR5386962,573.13244,Cefazolin,>16,32.0
KPN1267,SRR5386960,573.13245,Levofloxacin,>4,4.0
KPN1269,SRR5386958,573.13247,Ampicillin/Sulbactam,>16/8,32.0
KPN1269,SRR5386958,573.13247,Aztreonam,>16,32.0
KPN1270,SRR5386957,573.13249,Amikacin,<=8,8.0
KPN1271,SRR5386956,573.13250,Ampicillin,>16,32.0
KPN1271,SRR5386956,573.13250,Cefepime,16,16.0
KPN1271,SRR5386956,573.13250,Cefuroxime sodium,>16,32.0
KPN1271,SRR5386956,573.13250,Imipenem,<=1,2.0
KPN1273,SRR5386954,573.13252,Ceftazidime,>16,32.0
KPN1274,SRR5386953,573.13253,Ceftriaxone,>32,16.0
KPN1274,SRR5386953,573.13253,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN1275,SRR5386952,573.13254,Ciprofloxacin,>2,4.0
KPN1276,SRR5386951,573.13255,Cefazolin,>16,32.0
KPN1276,SRR5386951,573.13255,Cefoxitin,>16,32.0
KPN1276,SRR5386951,573.13255,Piperacillin/Tazobactam,>64/4,128.0
KPN1277,SRR5386950,573.13256,Levofloxacin,>4,8.0
KPN1277,SRR5386950,573.13256,Meropenem,<=1,1.0
KPN1277,SRR5386950,573.13256,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1278,SRR5386949,573.13257,Nitrofurantoin,32,64.0
KPN1279,SRR5386948,573.13258,Ampicillin/Sulbactam,>16/8,32.0
KPN1279,SRR5386948,573.13258,Aztreonam,>16,16.0
KPN1280,SRR5386947,573.13259,Cefepime,>16,8.0
KPN1280,SRR5386947,573.13259,Gentamicin,>8,16.0
KPN1280,SRR5386947,573.13259,Meropenem,>8,16.0
KPN1281,SRR5386946,573.13260,Ampicillin,>16,32.0
KPN1281,SRR5386946,573.13260,Cefoxitin,16,8.0
KPN1281,SRR5386946,573.13260,Piperacillin/Tazobactam,16/4,16.0
KPN1282,SRR5386945,573.13261,Cefuroxime sodium,>16,32.0
KPN1283,SRR5386944,573.13262,Amikacin,<=8,8.0
KPN1283,SRR5386944,573.13262,Ceftazidime,>16,32.0
KPN1284,SRR5386943,573.13263,Nitrofurantoin,>64,128.0
KPN1284,SRR5386943,573.13263,Tetracycline,>8,8.0
KPN1285,SRR5386942,573.13264,Ceftriaxone,>32,64.0
KPN1285,SRR5386942,573.13264,Ciprofloxacin,>2,4.0
KPN1285,SRR5386942,573.13264,Gentamicin,<=2,2.0
KPN1285,SRR5386942,573.13264,Tobramycin,<=2,4.0
KPN1286,SRR5386941,573.13265,Cefazolin,>16,32.0
KPN1286,SRR5386941,573.13265,Imipenem,<=1,1.0
KPN1301,SRR5386940,573.13268,Cefepime,<=1,4.0
KPN1301,SRR5386940,573.13268,Piperacillin/Tazobactam,>64/4,64.0
KPN1302,SRR5386939,573.13269,Aztreonam,16,32.0
KPN1302,SRR5386939,573.13269,Levofloxacin,>4,4.0
KPN1302,SRR5386939,573.13269,Tobramycin,>8,16.0
KPN1303,SRR5386938,573.13270,Meropenem,<=1,1.0
KPN1303,SRR5386938,573.13270,Tobramycin,8,8.0
KPN1305,SRR5386936,573.13271,Tetracycline,8,4.0
KPN1307,SRR5386934,573.13272,Ampicillin/Sulbactam,>16/8,16.0
KPN1307,SRR5386934,573.13272,Ampicillin,>16,32.0
KPN1307,SRR5386934,573.13272,Tetracycline,<=2,4.0
KPN1309,SRR5386932,573.13273,Cefuroxime sodium,>16,32.0
KPN1309,SRR5386932,573.13273,Tetracycline,4,4.0
KPN1309,SRR5386932,573.13273,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1311,SRR5386930,573.13275,Aztreonam,>16,16.0
KPN1311,SRR5386930,573.13275,Ceftazidime,>16,16.0
KPN1311,SRR5386930,573.13275,Piperacillin/Tazobactam,4/4,32.0
KPN1312,SRR5386929,573.13276,Cefoxitin,>16,32.0
KPN1315,SRR5386926,573.13278,Amikacin,<=8,8.0
KPN1315,SRR5386926,573.13278,Cefazolin,>16,32.0
KPN1316,SRR5386925,573.13279,Cefoxitin,<=4,8.0
KPN1316,SRR5386925,573.13279,Ceftazidime,16,8.0
KPN1316,SRR5386925,573.13279,Ceftriaxone,>32,32.0
KPN1317,SRR5386924,573.13280,Ciprofloxacin,>2,4.0
KPN1317,SRR5386924,573.13280,Gentamicin,>8,4.0
KPN1317,SRR5386924,573.13280,Imipenem,<=1,1.0
KPN1322,SRR5386852,573.13283,Nitrofurantoin,>64,128.0
KPN1323,SRR5386851,573.13284,Ampicillin,>16,32.0
KPN1323,SRR5386851,573.13284,Levofloxacin,>4,4.0
KPN1323,SRR5386851,573.13284,Meropenem,<=1,1.0
KPN1325,SRR5386850,573.13285,Cefuroxime sodium,>16,32.0
KPN1327,SRR5386848,573.13287,Ampicillin/Sulbactam,>16/8,32.0
KPN1328,SRR5386847,573.13288,Piperacillin/Tazobactam,>64/4,64.0
KPN1328,SRR5386847,573.13288,Trimethoprim/Sulfamethoxazole,>2/38,4.0
